Seq_164,0.000000,1.055421,0.297567,0.266638,0.261045,0.362154
Seq_36,0.574102,1.435195,0.497394,0.536185,0.466995,0.629217
Seq_7,1.335147,3.044822,1.198957,1.182904,1.111082,1.209877
Seq_25,1.154842,1.126076,1.039314,0.924992,0.958915,0.432966
Seq_218,0.192474,0.000000,0.000000,0.197797,0.177091,0.144659
Seq_18,0.946882,0.000000,0.970895,0.954080,0.838231,0.943826
Seq_32,1.076304,1.026717,0.910078,0.891056,0.935303,0.411722
Seq_746,0.000000,0.253919,0.030408,0.048480,0.032795,0.044511
Seq_52,0.516581,0.000000,0.533232,0.526489,0.519467,0.561440
Seq_133,0.252207,0.000000,0.217202,0.254034,0.196768,0.276168
Seq_151,0.228977,0.000000,0.213944,0.228824,0.211197,0.168938
Seq_634,0.130528,0.000000,0.032580,0.053328,0.031483,0.048557
Seq_213,0.179200,0.000000,0.201998,0.182284,0.000000,0.214460
Seq_8,1.879383,2.024730,1.542137,1.581407,1.588572,1.078369
Seq_158,0.201323,0.000000,0.194396,0.203615,0.212509,0.323713
Seq_22,1.257716,0.000000,0.000000,1.018073,0.994333,0.755668
Seq_14,1.097321,0.000000,0.954605,1.075279,0.922185,1.154239
Seq_9,1.132718,0.000000,1.057776,1.159634,1.053363,1.198750
Seq_37,0.642685,0.000000,0.617941,0.660293,0.569315,0.612020
Seq_187,0.183624,0.331199,0.183536,0.185192,0.000000,0.259982
Seq_74,0.938032,0.000000,0.310599,0.268577,0.360741,0.335852
Seq_236,0.169244,0.000000,0.119461,0.197797,0.219068,0.000000
Seq_166,0.232296,0.567454,0.165074,0.000000,0.000000,0.114311
Seq_404,0.000000,0.000000,0.103171,0.115382,0.142985,0.140613
Seq_40,0.830734,0.000000,0.802563,0.819307,0.800189,1.135019
Seq_104,0.339594,0.000000,0.304083,0.315118,0.268916,0.338887
Seq_161,0.194686,0.629278,0.243267,0.207493,0.178403,0.221541
Seq_255,0.000000,0.000000,0.160730,0.161922,0.148232,0.181077
Seq_51,0.556404,0.000000,0.523458,0.550729,0.459125,0.495686
Seq_111,0.319683,0.000000,0.293223,0.292817,0.282034,0.297411
Seq_99,0.328533,0.724222,0.000000,0.297665,0.276787,0.307527
Seq_256,0.401540,0.000000,0.402911,0.228824,0.268916,0.264028
Seq_168,0.196898,0.000000,0.190052,0.197797,0.000000,0.223564
Seq_188,0.171456,0.401855,0.191138,0.190040,0.187585,0.000000
Seq_200,0.198004,0.000000,0.201998,0.184223,0.162661,0.000000
Seq_195,0.170350,0.000000,0.180278,0.196827,0.167908,0.278191
Seq_24,0.753302,0.000000,0.761295,0.775675,0.713611,0.803213
Seq_13,1.009933,2.578936,0.960035,0.988016,0.939238,1.023742
Seq_233,0.185837,0.000000,0.196568,0.153196,0.000000,0.243796
Seq_301,0.000000,0.000000,0.254127,0.112473,0.352870,0.267063
Seq_189,0.191367,0.501214,0.000000,0.172588,0.171844,0.000000
Seq_176,0.186943,0.452639,0.175934,0.215250,0.194144,0.187147
Seq_108,0.000000,0.000000,0.270417,0.293787,0.263669,0.338887
Seq_35,0.661490,0.000000,0.627715,0.702955,0.599486,0.692948
Seq_170,0.211279,0.649150,0.166160,0.216219,0.178403,0.229634
Seq_165,0.204641,0.000000,0.175934,0.230763,0.179715,0.222553
Seq_325,0.142696,0.000000,0.084709,0.141561,0.000000,0.098125
Seq_221,0.000000,0.000000,0.183536,0.198767,0.149543,0.191193
Seq_159,0.233402,0.534334,0.199826,0.209432,0.188897,0.212437
Seq_238,0.170350,0.000000,0.146612,0.000000,0.173156,0.169949
Seq_208,0.172563,0.000000,0.183536,0.161922,0.145608,0.232669
Seq_12,1.432490,0.000000,1.411816,1.476691,1.244884,1.971614
Seq_198,0.000000,0.000000,0.183536,0.186162,0.177091,0.203332
Seq_152,0.555297,0.000000,0.183536,0.177436,0.216445,0.196251
Seq_128,0.292029,0.000000,0.263901,0.314148,0.266292,0.225587
Seq_19,0.000000,2.210201,0.816681,0.866817,0.000000,0.927640
Seq_271,0.155970,0.000000,0.159644,0.165800,0.137737,0.000000
Seq_304,0.000000,0.735262,0.198740,0.159013,0.178403,0.183100
Seq_66,0.460167,0.000000,0.478931,0.445043,0.394847,0.344957
Seq_181,0.225659,0.000000,0.000000,0.195858,0.196768,0.197263
Seq_27,0.918121,0.000000,1.007819,0.988016,0.919561,1.246295
Seq_30,0.650428,0.000000,0.708080,0.714590,0.574562,0.722285
Seq_134,0.256631,0.000000,0.230235,0.253064,0.221692,0.252901
Seq_88,0.407071,0.000000,0.364900,0.340327,0.312205,0.373282
Seq_135,0.238933,0.664606,0.253041,0.208463,0.223003,0.248854
Seq_142,0.299772,0.000000,0.193310,0.272456,0.325323,0.103184
Seq_147,0.236720,0.000000,0.254127,0.240459,0.199391,0.193216
Seq_6,1.971195,2.152793,1.573632,1.562985,1.491500,1.302945
Seq_311,0.000000,0.000000,0.143354,0.199736,0.427642,0.245820
Seq_93,0.318577,0.000000,0.313858,0.340327,0.258422,0.359119
Seq_182,0.245570,0.527710,0.161816,0.242398,0.000000,0.000000
Seq_110,0.314152,0.000000,0.291051,0.286030,0.240057,0.335852
Seq_48,0.000000,0.000000,0.615769,0.566243,0.586368,0.619101
Seq_180,0.228977,0.000000,0.174848,0.194888,0.173156,0.201309
Seq_374,0.000000,0.000000,0.111859,0.144469,0.182338,0.047545
Seq_17,1.072985,0.000000,0.970895,0.946323,0.905132,0.929663
Seq_190,0.619455,0.781629,0.000000,0.389777,0.440760,0.000000
Seq_44,0.824097,0.000000,0.739574,0.831911,0.758212,1.041951
Seq_248,0.167032,0.000000,0.155300,0.162892,0.140361,0.000000
Seq_92,0.349550,0.000000,0.381190,0.339358,0.326634,0.387444
Seq_103,0.317471,0.000000,0.306255,0.302513,0.282034,0.265040
Seq_10,1.159266,2.746743,1.045830,1.084975,0.932679,1.024754
Seq_4,2.430256,2.658423,2.002606,2.002211,2.031955,1.577089
Seq_5,2.310790,2.766615,2.055821,1.881011,1.877164,1.401070
Seq_245,0.000000,0.000000,0.161816,0.148348,0.144296,0.195239
Seq_34,1.096215,1.011261,0.899218,0.808641,0.771330,0.403630
Seq_119,0.330745,0.750718,0.198740,0.302513,0.375171,0.123416
Seq_313,0.000000,0.000000,0.301911,0.169679,0.220380,0.221541
Seq_259,0.000000,0.000000,0.196568,0.152226,0.142985,0.217495
Seq_120,0.294241,0.479134,0.287793,0.281182,0.228251,0.186135
Seq_123,0.642685,0.000000,0.213944,0.211371,0.267604,0.218506
Seq_229,0.170350,0.362111,0.183536,0.156105,0.137737,0.000000
Seq_50,0.534280,0.000000,0.513684,0.513885,0.480113,0.553347
Seq_167,0.212385,0.399647,0.217202,0.212341,0.182338,0.220529
Seq_43,0.659277,0.715390,0.608167,0.588543,0.489296,0.614043
Seq_11,1.078516,2.572312,1.016507,1.063644,0.888078,1.018684
Seq_95,0.000000,0.790461,0.313858,0.305422,0.279410,0.356084
Seq_155,0.241145,0.000000,0.207428,0.239490,0.212509,0.224576
Seq_26,0.768788,0.000000,0.714596,0.746587,0.620474,0.732401
Seq_347,0.130528,0.000000,0.000000,0.125078,0.129867,0.173996
Seq_273,0.000000,0.724222,0.232407,0.176466,0.154791,0.223564
Seq_184,0.230083,0.000000,0.203084,0.213311,0.158726,0.164891
Seq_207,0.163713,0.000000,0.157472,0.203615,0.170532,0.190181
Seq_77,0.360611,0.869949,0.335578,0.346145,0.351558,0.358107
Seq_289,0.194686,0.000000,0.099913,0.192949,0.202015,0.066766
Seq_146,0.563041,0.000000,0.167246,0.170648,0.195456,0.189170
Seq_80,0.340700,0.927357,0.320374,0.327723,0.320076,0.392502
Seq_113,0.306409,0.000000,0.000000,0.281182,0.288593,0.350015
Seq_358,0.134953,0.000000,0.089053,0.124108,0.131179,0.000000
Seq_226,0.199111,0.000000,0.156386,0.181314,0.149543,0.183100
Seq_2,2.101723,4.508722,1.774544,1.883920,1.651537,1.833025
Seq_39,0.660384,0.000000,0.647263,0.610844,0.536520,0.599881
Seq_45,0.581846,1.541179,0.528888,0.548790,0.489296,0.536150
Seq_228,0.193580,0.000000,0.142268,0.191980,0.242680,0.000000
Seq_160,0.236720,0.000000,0.182450,0.231733,0.000000,0.257959
Seq_269,0.159289,0.000000,0.152042,0.172588,0.123308,0.000000
Seq_3,2.749939,2.969750,2.359904,2.258183,2.437297,1.683308
Seq_15,1.733369,1.611835,1.378149,1.274046,1.309162,0.720261
Seq_140,0.236720,0.000000,0.236751,0.271486,0.212509,0.237727
Seq_244,0.394903,0.000000,0.351868,0.183253,0.320076,0.220529
Seq_129,0.268799,0.000000,0.291051,0.245307,0.207262,0.234692
Seq_174,0.279861,0.000000,0.192224,0.262760,0.291216,0.000000
Seq_53,0.585164,0.569662,0.000000,0.523581,0.516843,0.547277
Seq_71,0.444680,0.000000,0.443093,0.474131,0.402718,0.444094
Seq_81,0.309728,1.205564,0.312772,0.376202,0.262357,0.393514
Seq_83,0.000000,0.000000,0.360556,0.378141,0.306958,0.369235
Seq_409,0.000000,0.000000,0.106429,0.107625,0.129867,0.116334
Seq_206,0.159289,0.000000,0.158558,0.000000,0.162661,0.197263
Seq_127,0.256631,0.000000,0.286707,0.246277,0.251863,0.208390
Seq_41,0.653747,0.000000,0.604909,0.601148,0.507661,0.620113
Seq_96,0.339594,0.825789,0.301911,0.291848,0.251863,0.257959
Seq_60,0.503307,0.529918,0.000000,0.487706,0.447319,0.560428
Seq_163,0.191367,0.496798,0.201998,0.198767,0.149543,0.327759
Seq_201,0.199111,0.000000,0.177020,0.205554,0.000000,0.189170
Seq_33,0.720117,0.000000,0.640747,0.690351,0.569315,0.642368
Seq_72,0.445787,1.048797,0.276933,0.463466,0.520779,0.196251
Seq_203,0.194686,0.000000,0.206342,0.225915,0.178403,0.196251
Seq_398,0.000000,0.000000,0.199826,0.124108,0.275475,0.230646
Seq_156,0.203535,0.516670,0.224805,0.198767,0.187585,0.176019
Seq_42,0.000000,1.541179,0.535404,0.561395,0.476178,0.574591
Seq_309,0.000000,0.686686,0.193310,0.161922,0.144296,0.204344
Seq_38,0.647110,0.000000,0.595135,0.655445,0.556197,0.648438
Seq_82,0.407071,0.000000,0.326890,0.364567,0.000000,0.352038
Seq_105,0.319683,0.000000,0.321460,0.305422,0.284657,0.431955
Seq_342,0.000000,0.000000,0.183536,0.175496,0.211197,0.185123
Seq_376,0.000000,0.000000,0.136838,0.144469,0.158726,0.145671
Seq_1,3.983319,4.731729,3.487185,3.363520,3.543131,2.621064
Seq_28,0.000000,1.717819,0.613597,0.652536,0.595550,0.672716
Seq_20,0.923652,1.057629,0.918766,0.920144,0.767394,0.899315
Seq_199,0.254419,0.000000,0.147698,0.270517,0.301711,0.000000
Seq_106,0.308621,0.000000,0.291051,0.343236,0.326634,0.338887
Seq_204,0.165926,0.000000,0.168332,0.196827,0.175779,0.000000
Seq_16,1.507710,1.697947,1.255430,1.211022,1.334085,0.929663
Seq_137,0.659277,0.000000,0.484361,0.296696,0.415836,0.426897
Seq_69,0.377204,0.975933,0.345352,0.384929,0.316140,0.380363
Seq_89,0.347337,0.000000,0.344266,0.410138,0.313517,0.392502
Seq_117,0.290923,0.000000,0.286707,0.311240,0.212509,0.000000
Seq_282,0.172563,0.000000,0.105343,0.201675,0.165285,0.000000
Seq_136,0.274330,0.708766,0.165074,0.265669,0.313517,0.129485
Seq_86,0.353974,0.000000,0.331234,0.350023,0.348935,0.428920
Seq_98,0.339594,0.000000,0.350782,0.324814,0.292528,0.252901
Seq_224,0.358399,0.000000,0.444179,0.247246,0.279410,0.222553
Seq_149,0.244464,0.000000,0.232407,0.209432,0.198080,0.227611
Seq_171,0.219022,0.000000,0.198740,0.196827,0.186273,0.227611
Seq_211,0.174775,0.000000,0.185708,0.185192,0.167908,0.142636
Seq_179,0.195792,0.501214,0.197654,0.182284,0.153479,0.168938
Seq_185,0.200217,0.472510,0.186794,0.205554,0.182338,0.000000
Seq_172,0.228977,0.000000,0.194396,0.253064,0.000000,0.250878
Seq_70,0.478972,0.000000,0.417029,0.435348,0.360741,0.401606
Seq_31,0.663702,0.000000,0.642919,0.680655,0.581121,0.603927
Seq_90,0.362824,0.000000,0.365986,0.378141,0.344999,0.366200
Seq_97,0.300878,0.887613,0.249783,0.326753,0.250551,0.334841
Seq_240,0.189155,0.000000,0.156386,0.155135,0.150855,0.000000
Seq_115,0.359505,0.686686,0.246525,0.353902,0.367300,0.149717
Seq_261,0.000000,0.000000,0.188966,0.214280,0.249239,0.212437
Seq_122,0.000000,0.000000,0.218288,0.193919,0.234810,0.188158
Seq_49,0.600650,0.000000,0.533232,0.594361,0.498478,0.543231
